
-1,2,3,5,7,10,15,25,
1,0.8493749999999999,0.849375,0.8475000000000001,0.8481250000000001,0.8481250000000001,0.8475000000000001,0.8487500000000001,
3,0.850625,0.85,0.850625,0.849375,0.85,0.8506250000000002,0.85,
5,0.849375,0.85375,0.8525,0.8518749999999999,0.85125,0.853125,0.853125,
7,0.85375,0.8537500000000001,0.8549999999999999,0.853125,0.85375,0.8543750000000001,0.85625,
9,0.85375,0.85625,0.8550000000000001,0.85625,0.8556249999999999,0.8574999999999999,0.85625,
11,0.85625,0.8568749999999999,0.8556250000000001,0.8556250000000001,0.8556250000000001,0.8556250000000001,0.85625,
13,0.85625,0.8543749999999999,0.8556250000000001,0.85625,0.8581249999999999,0.8568749999999999,0.85625,
15,0.8574999999999999,0.85625,0.858125,0.858125,0.858125,0.858125,0.858125,
17,0.8574999999999999,0.85875,0.859375,0.859375,0.85875,0.86,0.86,
19,0.858125,0.859375,0.86,0.86,0.85625,0.8581249999999999,0.8581249999999999,
21,0.85875,0.8606250000000001,0.8587499999999999,0.8574999999999999,0.8574999999999999,0.8574999999999999,0.8574999999999999,
23,0.86,0.8574999999999999,0.8574999999999999,0.8581249999999999,0.85875,0.85875,0.8581249999999999,
25,0.8574999999999999,0.8568749999999999,0.8574999999999999,0.8568749999999999,0.85625,0.8568749999999999,0.8574999999999999,
27,0.8574999999999999,0.85625,0.8575000000000002,0.858125,0.859375,0.859375,0.85875,
29,0.8581249999999999,0.8581249999999999,0.85875,0.8574999999999999,0.8574999999999999,0.8575000000000002,0.8575000000000002,
31,0.8587499999999999,0.8581249999999999,0.8575000000000002,0.8556250000000001,0.85625,0.8550000000000001,0.8556250000000001,
33,0.859375,0.85625,0.85625,0.8574999999999999,0.8543749999999999,0.8543750000000001,0.8543749999999999,
42,0.8525,0.8524999999999998,0.850625,0.849375,0.85,0.8487500000000001,0.8481250000000001,
